 PLZ;door_number;street_name;Fix_max_speed;Cube_max_speed
3123;30;Forest Crescent;250;230
3123;31;Forest Crescent;250;110
3123;32;Forest Crescent;250;330
3123;33;Forest Crescent;500;130
3123;34;Forest Crescent;500;310
3123;35;Forest Crescent;500;360
3123;36;Forest Crescent;500;280
3123;37;Forest Crescent;500;200
3123;38;Forest Crescent;500;150
3123;39;Forest Crescent;500;150
3123;40;Forest Crescent;750;230
3123;41;Forest Crescent;500;130
3123;42;Forest Crescent;250;130
3123;43;Forest Crescent;250;200
3123;1;Forest Drive;750;250
3123;2;Forest Drive;500;60
3123;3;Forest Drive;500;170
3123;4;Forest Drive;250;200
3123;5;Forest Drive;750;200
3123;6;Forest Drive;500;270
3123;7;Forest Drive;500;140
3123;8;Forest Drive;750;150
3123;9;Forest Drive;500;180
3123;10;Forest Drive;50;230
3123;11;Forest Drive;50;370
3123;12;Forest Drive;500;140
3123;13;Forest Drive;250;280
3123;14;Forest Drive;250;70
3123;15;Forest Drive;500;340
3123;16;Forest Drive;250;250
3123;17;Forest Drive;500;260
3123;18;Forest Drive;500;310
3123;19;Forest Drive;500;80
3123;20;Forest Drive;500;340
3123;21;Forest Drive;500;100
3123;22;Forest Drive;500;290
3123;23;Forest Drive;250;260
3123;24;Forest Drive;500;10
3123;25;Forest Drive;500;120
3123;26;Forest Drive;500;40
3123;27;Forest Drive;500;320
3123;28;Forest Drive;500;410
3123;29;Forest Drive;500;50
3123;30;Forest Drive;500;140
3123;31;Forest Drive;250;100
3123;32;Forest Drive;500;160
3123;33;Forest Drive;500;210
3123;34;Forest Drive;1500;250
3123;35;Forest Drive;1500;330
3123;36;Forest Drive;1500;60
3123;37;Forest Drive;750;390
3123;38;Forest Drive;500;250
3123;39;Forest Drive;500;260
3123;1;Forest Gardens;750;230
3123;2;Forest Gardens;750;300
3123;3;Forest Gardens;750;280
3123;4;Forest Gardens;750;110
3123;5;Forest Gardens;500;260
3123;6;Forest Gardens;50;70
3123;7;Forest Gardens;500;200
3123;8;Forest Gardens;500;180
3123;9;Forest Gardens;500;160
3123;10;Forest Gardens;500;90
3123;11;Forest Gardens;500;320
3123;12;Forest Gardens;500;300
3123;13;Forest Gardens;500;90
3123;14;Forest Gardens;500;130
3123;15;Forest Gardens;500;130
3123;16;Forest Gardens;500;330
3123;17;Forest Gardens;750;160
3123;18;Forest Gardens;750;40
3123;19;Forest Gardens;750;110
3123;20;Forest Gardens;750;190
3123;21;Forest Gardens;250;410
3123;22;Forest Gardens;500;190
3123;23;Forest Gardens;500;180
3123;24;Forest Gardens;50;30
3123;25;Forest Gardens;250;130
3123;26;Forest Gardens;250;120
3123;27;Forest Gardens;250;90
3123;28;Forest Gardens;250;160
3123;29;Forest Gardens;250;240
3123;30;Forest Gardens;250;170
3123;31;Forest Gardens;500;220
3123;32;Forest Gardens;500;100
3123;33;Forest Gardens;250;340
3123;34;Forest Gardens;250;130
3123;35;Forest Gardens;500;210
3123;36;Forest Gardens;500;230
3123;37;Forest Gardens;250;70
3123;38;Forest Gardens;50;340
3123;39;Forest Gardens;750;110
3123;40;Forest Gardens;250;310
3123;41;Forest Gardens;250;240
3123;42;Forest Gardens;250;300
3123;43;Forest Gardens;250;390
3123;44;Forest Gardens;250;200
3123;45;Forest Gardens;250;170
3123;46;Forest Gardens;250;130
3123;47;Forest Gardens;250;90
3123;1;Forest Grove;250;270
3123;2;Forest Grove;50;410
3123;3;Forest Grove;500;140
3123;4;Forest Grove;50;410
3123;5;Forest Grove;500;80
3123;6;Forest Grove;50;210
3123;7;Forest Grove;500;120
3123;8;Forest Grove;500;210
3123;9;Forest Grove;250;330
3123;10;Forest Grove;250;280
3123;11;Forest Grove;250;500
3123;12;Forest Grove;250;140
3123;13;Forest Grove;250;190
3123;14;Forest Grove;250;130
3123;15;Forest Grove;500;220
3123;16;Forest Grove;250;140
3123;17;Forest Grove;500;10
3123;18;Forest Grove;250;150
3123;19;Forest Grove;500;200
3123;20;Forest Grove;500;210
3123;21;Forest Grove;500;140
3123;22;Forest Grove;250;80
3123;23;Forest Grove;500;10
3123;24;Forest Grove;250;220
3123;25;Forest Grove;500;240
3123;26;Forest Grove;250;350
3123;27;Forest Grove;750;370
3123;28;Forest Grove;750;300
3123;29;Forest Grove;250;220
3123;30;Forest Grove;250;100
3123;31;Forest Grove;250;280
3123;32;Forest Grove;250;250
3123;33;Forest Grove;250;160
3213;1;Forest Hill;250;60
3213;2;Forest Hill;250;160
3213;3;Forest Hill;250;110
3213;4;Forest Hill;250;260
3213;5;Forest Hill;250;120
3213;6;Forest Hill;250;80
3213;7;Forest Hill;250;100
3213;8;Forest Hill;250;250
3213;9;Forest Hill;250;240
3213;10;Forest Hill;250;30
3213;11;Forest Hill;250;250
3213;12;Forest Hill;250;200
3213;13;Forest Hill;250;400
3213;14;Forest Hill;500;260
3213;15;Forest Hill;500;460
3213;16;Forest Hill;500;170
3213;17;Forest Hill;500;280
3213;18;Forest Hill;500;200
3213;19;Forest Hill;500;130
3213;20;Forest Hill;250;220
3213;21;Forest Hill;500;150
3213;22;Forest Hill;500;200
3213;23;Forest Hill;250;10
3213;24;Forest Hill;500;240
3213;25;Forest Hill;250;220
3213;26;Forest Hill;50;330
3213;27;Forest Hill;500;150
3213;28;Forest Hill;500;60
3213;29;Forest Hill;750;60
3213;30;Forest Hill;750;140
3213;31;Forest Hill;750;90
3213;32;Forest Hill;750;190
3213;33;Forest Hill;500;380
3213;34;Forest Hill;500;50
3213;35;Forest Hill;500;220
3213;36;Forest Hill;500;200
3213;37;Forest Hill;500;40
3213;38;Forest Hill;500;140
3213;39;Forest Hill;750;250
3213;40;Forest Hill;750;200
3213;41;Forest Hill;250;280
3213;42;Forest Hill;250;250
3213;43;Forest Hill;250;230
3213;44;Forest Hill;750;140
3213;45;Forest Hill;500;370
3213;46;Forest Hill;500;390
3213;1;Forest Lane;500;260
3213;2;Forest Lane;500;250
3213;3;Forest Lane;500;240
3213;4;Forest Lane;500;340
3213;5;Forest Lane;500;230
3213;6;Forest Lane;500;150
3213;7;Forest Lane;500;160
3213;8;Forest Lane;500;420
3213;9;Forest Lane;500;270
3213;10;Forest Lane;500;240
3213;11;Forest Lane;500;10
3213;12;Forest Lane;500;260
3213;13;Forest Lane;500;120
3213;14;Forest Lane;500;290
3213;15;Forest Lane;500;120
3213;16;Forest Lane;500;260
3213;17;Forest Lane;500;170
3213;18;Forest Lane;500;360
3213;19;Forest Lane;500;320
3213;20;Forest Lane;500;210
3213;21;Forest Lane;500;230
3213;22;Forest Lane;500;160
3213;23;Forest Lane;500;340
3213;24;Forest Lane;500;270
3213;25;Forest Lane;500;200
3213;26;Forest Lane;500;250
3213;27;Forest Lane;500;160
3213;28;Forest Lane;500;90
3213;29;Forest Lane;500;430
3213;30;Forest Lane;500;110
3213;31;Forest Lane;500;150
3213;32;Forest Lane;500;380
3213;33;Forest Lane;500;240
3213;34;Forest Lane;500;90
3213;35;Forest Lane;500;340
3213;36;Forest Lane;500;120
3213;37;Forest Lane;500;210
3213;38;Forest Lane;500;340
3213;39;Forest Lane;500;220
3213;40;Forest Lane;500;350
3213;1;Forest Mews;500;160
3213;2;Forest Mews;500;210
3213;3;Forest Mews;500;260
3213;4;Forest Mews;500;170
3213;5;Forest Mews;500;350
3213;6;Forest Mews;500;10
3213;7;Forest Mews;500;70
3213;8;Forest Mews;500;250
3213;9;Forest Mews;500;10
3213;10;Forest Mews;250;200
3213;11;Forest Mews;500;130
3213;12;Forest Mews;250;160
3213;13;Forest Mews;250;250
3213;14;Forest Mews;500;10
3213;15;Forest Mews;500;160
3213;16;Forest Mews;500;160
3213;17;Forest Mews;500;300
3213;18;Forest Mews;250;210
3213;19;Forest Mews;500;240
3213;20;Forest Mews;500;110
3213;21;Forest Mews;500;200
3213;22;Forest Mews;250;120
3213;23;Forest Mews;50;200
3213;24;Forest Mews;250;130
3213;25;Forest Mews;50;220
3213;26;Forest Mews;500;230
3213;27;Forest Mews;500;260
3213;28;Forest Mews;500;190
3213;29;Forest Mews;500;130
3213;30;Forest Mews;50;180
3213;31;Forest Mews;750;150
3213;32;Forest Mews;750;250
3213;33;Forest Mews;50;100
3213;34;Forest Mews;250;160
3213;35;Forest Mews;50;210
3213;36;Forest Mews;50;250
3213;37;Forest Mews;500;130
3213;38;Forest Mews;50;280
3213;39;Forest Mews;500;190
3213;40;Forest Mews;500;50
3213;41;Forest Mews;750;290
3213;42;Forest Mews;750;320
3213;43;Forest Mews;750;140
3213;44;Forest Mews;500;150
3213;45;Forest Mews;750;360
3213;46;Forest Mews;750;180
3213;47;Forest Mews;750;40
3213;48;Forest Mews;750;260
3213;49;Forest Mews;750;300
3213;50;Forest Mews;750;120
3213;51;Forest Mews;750;240
3213;52;Forest Mews;750;320
3213;53;Forest Mews;750;210
3213;54;Forest Mews;250;150
3213;55;Forest Mews;250;300
3213;56;Forest Mews;250;410
3213;57;Forest Mews;250;270
3213;58;Forest Mews;500;120
3213;59;Forest Mews;500;160
3213;1;Forest Place;500;110
3213;2;Forest Place;500;110
3213;3;Forest Place;500;190
3213;4;Forest Place;500;200
3213;5;Forest Place;500;60
3213;6;Forest Place;500;340
3213;7;Forest Place;500;70
3213;8;Forest Place;500;30
3213;9;Forest Place;500;220
3213;10;Forest Place;500;330
3213;11;Forest Place;500;160
3213;12;Forest Place;500;140
3213;13;Forest Place;500;350
3213;14;Forest Place;500;110
3213;15;Forest Place;500;140
3213;16;Forest Place;500;340
3213;17;Forest Place;500;10
3213;18;Forest Place;250;230
3213;19;Forest Place;250;290
3213;20;Forest Place;500;100
3213;21;Forest Place;500;260
3213;22;Forest Place;500;330
3213;23;Forest Place;500;210
3213;24;Forest Place;500;220
3213;25;Forest Place;500;100
3213;26;Forest Place;500;120
3213;27;Forest Place;500;250
3213;28;Forest Place;250;170
3213;29;Forest Place;50;110
3213;30;Forest Place;50;220
3213;31;Forest Place;500;180
3213;32;Forest Place;250;160
3213;33;Forest Place;250;160
3213;34;Forest Place;250;170
3213;35;Forest Place;250;150
3213;36;Forest Place;500;200
3213;37;Forest Place;50;60
3213;38;Forest Place;500;300
3213;39;Forest Place;500;140
3213;40;Forest Place;500;340
3213;41;Forest Place;500;260
3213;42;Forest Place;500;80
3213;43;Forest Place;500;300
3213;1;Forest Rise;500;170
3213;2;Forest Rise;500;210
3213;3;Forest Rise;750;110
3213;4;Forest Rise;750;210
3213;5;Forest Rise;750;250
3213;6;Forest Rise;750;190
3213;7;Forest Rise;750;250
3213;8;Forest Rise;750;100
3213;9;Forest Rise;750;390
3213;10;Forest Rise;750;30
3213;11;Forest Rise;750;190
3213;12;Forest Rise;750;200
3213;13;Forest Rise;750;350
3213;14;Forest Rise;750;260
3213;15;Forest Rise;750;90
3213;16;Forest Rise;750;190
3213;17;Forest Rise;750;210
3213;18;Forest Rise;750;140
3213;19;Forest Rise;750;80
3213;20;Forest Rise;750;170
3213;21;Forest Rise;750;240
3213;22;Forest Rise;750;220
3213;23;Forest Rise;750;150
3213;24;Forest Rise;500;110
3213;25;Forest Rise;500;170
3213;26;Forest Rise;500;120
3213;27;Forest Rise;750;220
3213;28;Forest Rise;750;150
3213;29;Forest Rise;500;120
3213;30;Forest Rise;500;130
3213;31;Forest Rise;500;110
3213;32;Forest Rise;500;410
3213;33;Forest Rise;500;300
3213;34;Forest Rise;1500;170
3213;35;Forest Rise;1500;320
3213;36;Forest Rise;1500;160
3213;37;Forest Rise;750;310
3213;38;Forest Rise;750;130
3213;39;Forest Rise;750;220
3213;40;Forest Rise;750;280
3213;41;Forest Rise;750;160
3213;42;Forest Rise;750;130
3213;43;Forest Rise;750;190
3213;1;Forest Road;750;130
3213;2;Forest Road;750;290
3213;3;Forest Road;500;250
3213;4;Forest Road;500;240
3213;5;Forest Road;500;220
3213;6;Forest Road;500;140
3213;7;Forest Road;500;350
3213;8;Forest Road;500;90
3213;9;Forest Road;750;240
3213;10;Forest Road;750;360
3213;11;Forest Road;250;210
3213;12;Forest Road;250;240
3213;13;Forest Road;250;10
3213;14;Forest Road;250;340
3213;15;Forest Road;250;210
3213;16;Forest Road;250;150
3213;17;Forest Road;250;210
3213;18;Forest Road;250;320
3213;19;Forest Road;250;40
3213;20;Forest Road;500;260
3213;21;Forest Road;250;10
3213;22;Forest Road;250;200
3213;23;Forest Road;250;210
3213;24;Forest Road;50;300
3213;25;Forest Road;50;10
3213;26;Forest Road;50;10
3213;27;Forest Road;50;420
3213;28;Forest Road;50;150
3213;29;Forest Road;50;150
3213;30;Forest Road;50;110
3213;31;Forest Road;250;260
3213;32;Forest Road;50;300
3213;33;Forest Road;50;50
3213;34;Forest Road;50;210
3213;35;Forest Road;50;290
3213;36;Forest Road;50;330
3213;37;Forest Road;50;210
3213;38;Forest Road;250;220
3213;39;Forest Road;250;420
3213;40;Forest Road;50;120
3213;41;Forest Road;250;220
3213;42;Forest Road;250;10
3213;43;Forest Road;500;30
3213;44;Forest Road;500;230
3213;45;Forest Road;500;80
3213;46;Forest Road;500;390
3213;47;Forest Road;500;200
3213;48;Forest Road;500;150
3213;49;Forest Road;250;180
3213;50;Forest Road;250;270
3213;51;Forest Road;500;370
3213;52;Forest Road;250;80
3213;53;Forest Road;500;420
3213;54;Forest Road;500;180
3213;55;Forest Road;500;180
3213;56;Forest Road;50;90
3213;57;Forest Road;250;300
3213;58;Forest Road;250;180
3213;59;Forest Road;250;220
3213;60;Forest Road;250;100
3213;61;Forest Road;250;240
3213;62;Forest Road;250;230
3213;1;Forest Square;250;220
3213;2;Forest Square;250;190
3213;3;Forest Square;250;230
3213;4;Forest Square;500;130
3213;5;Forest Square;500;180
3213;6;Forest Square;500;100
3213;7;Forest Square;50;280
3213;8;Forest Square;250;10
3213;9;Forest Square;500;120
3213;10;Forest Square;500;210
3213;11;Forest Square;750;290
3213;12;Forest Square;750;20
3213;13;Forest Square;750;80
3213;14;Forest Square;750;230
3213;15;Forest Square;750;330
3213;16;Forest Square;750;190
3213;17;Forest Square;750;180
3213;18;Forest Square;750;390
3213;19;Forest Square;500;180
3213;20;Forest Square;500;260
3213;21;Forest Square;500;140
3213;22;Forest Square;750;140
3213;23;Forest Square;750;160
3213;24;Forest Square;500;190
3213;25;Forest Square;500;30
3213;26;Forest Square;500;180
3213;27;Forest Square;500;140
3213;28;Forest Square;750;330
3213;29;Forest Square;500;310
3213;30;Forest Square;750;280
3213;31;Forest Square;750;260
3213;32;Forest Square;750;210
3213;33;Forest Square;750;10
3213;34;Forest Square;750;180
3213;35;Forest Square;750;40
3213;36;Forest Square;750;180
3213;37;Forest Square;500;220
3213;38;Forest Square;500;140
3213;39;Forest Square;500;170
3213;40;Forest Square;500;240
3213;41;Forest Square;500;170
3213;42;Forest Square;500;300
3213;43;Forest Square;500;50
3213;44;Forest Square;250;420
3213;45;Forest Square;250;200
3213;46;Forest Square;50;290
3213;47;Forest Square;500;190
3213;48;Forest Square;50;170
3213;49;Forest Square;50;250
3213;50;Forest Square;250;50
3213;51;Forest Square;500;270
3213;52;Forest Square;500;440
3213;53;Forest Square;750;160
3213;1;Forest Terrace;500;160
3213;2;Forest Terrace;750;120
3213;3;Forest Terrace;500;250
3213;4;Forest Terrace;250;270
3213;5;Forest Terrace;250;90
3213;6;Forest Terrace;250;110
3213;7;Forest Terrace;250;340
3213;8;Forest Terrace;250;120
3213;9;Forest Terrace;250;340
3213;10;Forest Terrace;250;240
3213;11;Forest Terrace;250;80
3213;12;Forest Terrace;250;270
3213;13;Forest Terrace;250;150
3213;14;Forest Terrace;250;190
3213;15;Forest Terrace;250;120
3213;16;Forest Terrace;250;270
3213;17;Forest Terrace;250;160
3213;18;Forest Terrace;250;310
3213;19;Forest Terrace;250;100
3213;20;Forest Terrace;250;90
3213;21;Forest Terrace;250;300
3213;22;Forest Terrace;250;110
3213;23;Forest Terrace;250;10
3213;24;Forest Terrace;250;280
3213;25;Forest Terrace;250;80
3213;26;Forest Terrace;250;80
3213;27;Forest Terrace;250;360
3213;28;Forest Terrace;250;230
3213;29;Forest Terrace;250;380
3213;30;Forest Terrace;50;200
3213;31;Forest Terrace;50;10
3213;32;Forest Terrace;250;270
3213;33;Forest Terrace;250;220
3213;34;Forest Terrace;250;10
3213;35;Forest Terrace;500;100
3213;36;Forest Terrace;500;290
3213;37;Forest Terrace;500;180
3213;38;Forest Terrace;500;150
3213;39;Forest Terrace;500;120
3213;40;Forest Terrace;250;320
3213;41;Forest Terrace;250;170
3213;42;Forest Terrace;250;190
3213;1;Forest View;250;260
3213;2;Forest View;250;190
3213;3;Forest View;250;150
3213;4;Forest View;250;140
3213;5;Forest View;250;290
3213;6;Forest View;50;140
3213;7;Forest View;250;150
3213;8;Forest View;250;10
3213;9;Forest View;50;20
3213;10;Forest View;50;360
3213;11;Forest View;50;300
3213;12;Forest View;50;180
3213;13;Forest View;50;370
3213;14;Forest View;50;200
3213;15;Forest View;50;330
3213;16;Forest View;250;120
3213;17;Forest View;50;330
3213;18;Forest View;250;280
3213;19;Forest View;50;20
3213;20;Forest View;50;70
3213;21;Forest View;50;330
3213;22;Forest View;50;270
3213;23;Forest View;250;150
3213;24;Forest View;50;430
3213;25;Forest View;250;270
3213;26;Forest View;50;240
3213;27;Forest View;50;220
3213;28;Forest View;50;250
3213;29;Forest View;50;200
3213;30;Forest View;50;40
3213;31;Forest View;50;270
3213;32;Forest View;250;380
3213;33;Forest View;50;150
3213;34;Forest View;250;310
3213;35;Forest View;50;170
3213;36;Forest View;250;320
3213;37;Forest View;250;150
3213;38;Forest View;50;100
3213;39;Forest View;50;250
3213;40;Forest View;50;150
3213;41;Forest View;50;290
3213;42;Forest View;50;110
3213;43;Forest View;50;160
3213;44;Forest View;50;160
3213;45;Forest View;50;10
3213;46;Forest View;50;120
3213;47;Forest View;50;270
3213;48;Forest View;50;320
3213;49;Forest View;50;280
3213;50;Forest View;50;70
3213;51;Forest View;50;160
3213;1;Forest Walk;500;250
3213;2;Forest Walk;50;240
3213;3;Forest Walk;50;220
3213;4;Forest Walk;50;120
3213;5;Forest Walk;50;250
3213;6;Forest Walk;500;140
3213;7;Forest Walk;500;210
3213;8;Forest Walk;500;270
3213;9;Forest Walk;500;170
3213;10;Forest Walk;250;120
3213;11;Forest Walk;250;110
3213;12;Forest Walk;500;100
3213;13;Forest Walk;500;170
3213;14;Forest Walk;500;180
3213;15;Forest Walk;500;140
3213;16;Forest Walk;500;210
3213;17;Forest Walk;500;330
3213;18;Forest Walk;500;330
3213;19;Forest Walk;250;260
3213;20;Forest Walk;250;100
3213;21;Forest Walk;250;130
3213;22;Forest Walk;250;260
3213;23;Forest Walk;250;150
3213;24;Forest Walk;250;110
3213;25;Forest Walk;250;260
3213;26;Forest Walk;50;120
3213;27;Forest Walk;750;330
3213;28;Forest Walk;750;150
3213;29;Forest Walk;750;350
3213;30;Forest Walk;750;40
3213;31;Forest Walk;750;190
3213;32;Forest Walk;750;100
3213;33;Forest Walk;250;180
3213;34;Forest Walk;250;80
3213;35;Forest Walk;250;160
3213;36;Forest Walk;500;280
3213;37;Forest Walk;500;200
3213;38;Forest Walk;500;170
3213;39;Forest Walk;500;180
3213;40;Forest Walk;500;10
3213;41;Forest Walk;500;380
3213;42;Forest Walk;500;210
3213;43;Forest Walk;500;360
3213;44;Forest Walk;500;290
3213;45;Forest Walk;500;390
3213;46;Forest Walk;750;250
3213;47;Forest Walk;750;60
3213;48;Forest Walk;750;110
3213;49;Forest Walk;50;140
3213;50;Forest Walk;500;330
3213;1;Garden Avenue;500;260
3213;2;Garden Avenue;50;210
3213;3;Garden Avenue;500;200
3213;4;Garden Avenue;500;400
3213;5;Garden Avenue;500;60
3213;6;Garden Avenue;500;90
3213;7;Garden Avenue;500;190
3213;8;Garden Avenue;500;190
3213;9;Garden Avenue;500;120
3213;10;Garden Avenue;500;250
3213;11;Garden Avenue;500;70
3213;12;Garden Avenue;250;250
3213;13;Garden Avenue;250;430
3213;14;Garden Avenue;500;70
3213;15;Garden Avenue;250;340
3213;16;Garden Avenue;50;170
3213;17;Garden Avenue;50;270
3213;18;Garden Avenue;250;80
3213;19;Garden Avenue;50;330
3213;20;Garden Avenue;50;290
3213;21;Garden Avenue;500;40
3213;22;Garden Avenue;500;180
3213;23;Garden Avenue;500;200
3213;24;Garden Avenue;500;220
3213;25;Garden Avenue;500;10
3213;26;Garden Avenue;750;10
3213;27;Garden Avenue;750;310
3213;28;Garden Avenue;750;180
3213;29;Garden Avenue;750;10
3213;30;Garden Avenue;500;100
3213;31;Garden Avenue;500;170
3213;32;Garden Avenue;500;130
3213;33;Garden Avenue;750;190
3213;34;Garden Avenue;750;210
3213;35;Garden Avenue;750;250
3213;36;Garden Avenue;750;280
3213;37;Garden Avenue;750;250
3213;38;Garden Avenue;750;120
3213;39;Garden Avenue;750;140
3213;40;Garden Avenue;750;130
3213;41;Garden Avenue;750;260
3213;42;Garden Avenue;750;160
3213;43;Garden Avenue;750;220
3213;44;Garden Avenue;500;240
3213;45;Garden Avenue;750;180
3213;46;Garden Avenue;500;140
3213;47;Garden Avenue;500;230
3213;48;Garden Avenue;500;300
3213;49;Garden Avenue;750;170
3213;50;Garden Avenue;500;150
3213;51;Garden Avenue;500;310
3213;52;Garden Avenue;50;260
3213;1;Garden Close;50;160
3213;2;Garden Close;50;90
3213;3;Garden Close;50;200
3213;4;Garden Close;500;60
3213;5;Garden Close;50;200
3213;6;Garden Close;500;110
3213;7;Garden Close;250;90
3213;8;Garden Close;250;140
3213;9;Garden Close;250;220
3213;10;Garden Close;750;80
3213;11;Garden Close;750;330
3213;12;Garden Close;750;400
3213;13;Garden Close;50;280
3213;14;Garden Close;250;240
3213;15;Garden Close;250;240
3213;16;Garden Close;250;120
3213;17;Garden Close;500;80
3213;18;Garden Close;500;300
3213;19;Garden Close;500;160
3213;20;Garden Close;750;100
3213;21;Garden Close;750;150
3213;22;Garden Close;750;350
3213;23;Garden Close;750;150
3213;24;Garden Close;750;250
3213;25;Garden Close;750;110
3213;26;Garden Close;250;220
3213;27;Garden Close;250;100
3213;28;Garden Close;250;300
3213;29;Garden Close;250;330
3213;30;Garden Close;500;170
3213;31;Garden Close;500;280
3213;32;Garden Close;500;190
3213;33;Garden Close;500;320
3213;34;Garden Close;1500;90
3213;35;Garden Close;750;240
3213;36;Garden Close;500;120
3213;37;Garden Close;250;120
3213;38;Garden Close;250;210
3213;39;Garden Close;250;100
3213;40;Garden Close;500;220
3213;41;Garden Close;500;200
3213;1;Garden Court;500;200
3213;2;Garden Court;500;10
3213;3;Garden Court;500;230
3213;4;Garden Court;500;180
3213;5;Garden Court;500;280
3213;6;Garden Court;500;360
3213;7;Garden Court;500;130
3213;8;Garden Court;500;180
3213;9;Garden Court;250;180
3213;10;Garden Court;500;240
3213;11;Garden Court;500;50
3213;12;Garden Court;500;170
3213;13;Garden Court;500;310
3213;14;Garden Court;500;380
3213;15;Garden Court;500;230
3213;16;Garden Court;500;330
3213;17;Garden Court;500;100
3213;18;Garden Court;500;170
3213;19;Garden Court;500;70
3213;20;Garden Court;500;270
3213;21;Garden Court;750;220
3213;22;Garden Court;500;270
3213;23;Garden Court;500;310
3213;24;Garden Court;1500;260
3213;25;Garden Court;250;200
3213;26;Garden Court;750;170
3213;27;Garden Court;500;10
3213;28;Garden Court;500;270
3213;29;Garden Court;750;250
3213;30;Garden Court;750;60
3213;31;Garden Court;750;220
3213;32;Garden Court;250;140
3213;33;Garden Court;250;310
3213;34;Garden Court;250;360
3213;35;Garden Court;250;200
3213;36;Garden Court;500;300
3213;37;Garden Court;500;180
3213;38;Garden Court;500;360
3245;1;Garden Crescent;500;320
3245;2;Garden Crescent;500;310
3245;3;Garden Crescent;500;360
3245;4;Garden Crescent;500;260
3245;5;Garden Crescent;750;340
3245;6;Garden Crescent;750;240
3245;7;Garden Crescent;750;150
3245;8;Garden Crescent;750;200
3245;9;Garden Crescent;500;390
3245;10;Garden Crescent;500;170
3245;11;Garden Crescent;500;170
3245;12;Garden Crescent;500;230
3245;13;Garden Crescent;500;280
3245;14;Garden Crescent;750;170
3245;15;Garden Crescent;500;190
3245;16;Garden Crescent;500;370
3245;17;Garden Crescent;500;230
3245;18;Garden Crescent;500;210
3245;19;Garden Crescent;500;160
3245;20;Garden Crescent;500;330
3245;21;Garden Crescent;500;280
3245;22;Garden Crescent;500;290
3245;23;Garden Crescent;500;10
3245;24;Garden Crescent;500;310
3245;25;Garden Crescent;750;10
3245;26;Garden Crescent;500;130
3245;27;Garden Crescent;500;140
3245;28;Garden Crescent;500;210
3245;29;Garden Crescent;500;80
3245;30;Garden Crescent;500;140
3245;31;Garden Crescent;500;270
3245;32;Garden Crescent;500;100
3245;33;Garden Crescent;500;190
3245;34;Garden Crescent;500;10
3245;35;Garden Crescent;750;140
3245;36;Garden Crescent;500;70
3245;37;Garden Crescent;500;90
3245;38;Garden Crescent;500;30
3245;39;Garden Crescent;500;80
3245;40;Garden Crescent;250;70
3245;41;Garden Crescent;250;60
3245;42;Garden Crescent;250;360
3245;43;Garden Crescent;250;120
3245;44;Garden Crescent;50;340
3245;45;Garden Crescent;250;170
3245;46;Garden Crescent;250;150
3245;47;Garden Crescent;250;300
3245;48;Garden Crescent;50;250
3245;49;Garden Crescent;250;450
3245;50;Garden Crescent;500;140
3245;51;Garden Crescent;750;220
3245;52;Garden Crescent;500;380
3245;53;Garden Crescent;500;280
3245;1;Garden Gardens;500;60
3245;2;Garden Gardens;500;120
3245;3;Garden Gardens;500;190
3245;4;Garden Gardens;50;170
3245;5;Garden Gardens;50;220
3245;6;Garden Gardens;250;10
3245;7;Garden Gardens;250;250
3245;8;Garden Gardens;500;240
3245;9;Garden Gardens;500;300
3245;10;Garden Gardens;500;160
3245;11;Garden Gardens;250;300
3245;12;Garden Gardens;250;70
3245;13;Garden Gardens;250;290
3245;14;Garden Gardens;250;200
3245;15;Garden Gardens;250;180
3245;16;Garden Gardens;250;50
3245;17;Garden Gardens;500;250
3245;18;Garden Gardens;500;170
3245;19;Garden Gardens;500;220
3245;20;Garden Gardens;500;370
3245;21;Garden Gardens;500;220
3245;22;Garden Gardens;500;70
3245;23;Garden Gardens;250;230
3245;24;Garden Gardens;250;90
3245;25;Garden Gardens;250;440
3245;26;Garden Gardens;250;300
3245;27;Garden Gardens;250;410
3245;28;Garden Gardens;250;150
3245;29;Garden Gardens;250;240
3245;30;Garden Gardens;250;20
3245;31;Garden Gardens;50;210
3245;32;Garden Gardens;250;190
3245;33;Garden Gardens;750;290
3245;34;Garden Gardens;750;90
3245;35;Garden Gardens;750;10
3245;36;Garden Gardens;250;80
3245;37;Garden Gardens;750;10
3245;1;Garden Grove;750;180
3245;2;Garden Grove;750;200
3245;3;Garden Grove;500;250
3245;4;Garden Grove;750;200
3245;5;Garden Grove;500;170
3245;6;Garden Grove;750;170
3245;7;Garden Grove;250;10
3245;8;Garden Grove;500;110
3245;9;Garden Grove;500;160
3245;10;Garden Grove;500;350
3245;11;Garden Grove;750;170
3245;12;Garden Grove;500;10
3245;13;Garden Grove;500;320
3245;14;Garden Grove;250;220
3245;15;Garden Grove;250;50
3245;16;Garden Grove;50;390
3245;17;Garden Grove;250;10
3245;18;Garden Grove;50;110
3245;19;Garden Grove;250;270
3245;20;Garden Grove;50;200
3245;21;Garden Grove;50;270
3245;22;Garden Grove;50;260
3245;23;Garden Grove;50;60
3245;24;Garden Grove;50;330
3245;25;Garden Grove;50;290
3245;26;Garden Grove;50;230
3245;27;Garden Grove;50;250
3245;28;Garden Grove;50;340
3245;29;Garden Grove;50;430
3245;30;Garden Grove;250;180
3245;31;Garden Grove;50;190
3245;32;Garden Grove;500;150
3245;33;Garden Grove;500;10
3245;34;Garden Grove;50;100
3245;35;Garden Grove;50;260
